trial_number,drug_id,start_char,end_char,recognised_text
NCT00808067,DB06695,182,192,dabigatran
NCT00808067,DB06695,237,247,dabigatran
NCT00808067,DB06695,256,266,dabigatran
NCT00808067,DB06695,310,320,dabigatran
NCT00808067,DB06695,329,339,dabigatran
NCT00808132,DB06401,19,31,bazedoxifene
NCT00808132,DB00286,39,59,conjugated estrogens
NCT00808132,DB06401,88,100,bazedoxifene
NCT00808132,DB00286,108,128,conjugated estrogens
NCT00808132,DB06401,158,170,bazedoxifene
NCT00808132,DB00286,197,217,conjugated estrogens
NCT00808132,DB00603,227,254,medroxyprogesterone acetate
NCT00808132,DB06401,311,323,bazedoxifene
NCT00808132,DB00286,330,350,conjugated estrogens
NCT00808132,DB06401,380,392,bazedoxifene
NCT00808132,DB00286,399,419,conjugated estrogens
NCT00808132,DB06401,450,462,bazedoxifene
NCT00808132,DB06401,561,573,bazedoxifene
NCT00808132,DB00286,581,601,conjugated estrogens
NCT00808132,DB06401,624,636,bazedoxifene
NCT00808132,DB00286,643,663,conjugated estrogens
NCT00808132,DB06401,739,751,bazedoxifene
NCT00808132,DB00286,759,779,conjugated estrogens
NCT00808132,DB06401,803,815,bazedoxifene
NCT00808132,DB00286,822,842,conjugated estrogens
NCT00808132,DB06401,919,931,bazedoxifene
NCT00808132,DB06401,952,964,bazedoxifene
NCT00808132,DB00286,1038,1058,conjugated estrogens
NCT00808132,DB00603,1068,1095,medroxyprogesterone acetate
NCT00808132,DB00286,1117,1137,conjugated estrogens
NCT00809068,DB01039,19,30,fenofibrate
NCT00809068,DB09070,35,43,tibolone
NCT00809068,DB09070,64,72,tibolone
NCT00809068,DB01039,99,110,fenofibrate
NCT00809068,DB09070,115,123,tibolone
NCT00809068,DB09070,148,156,tibolone
NCT00809068,DB01039,180,191,fenofibrate
NCT00809068,DB09070,196,204,tibolone
NCT00809068,DB01039,206,217,fenofibrate
NCT00809068,DB09070,238,246,tibolone
NCT00809068,DB09070,289,297,tibolone
NCT00809068,DB09070,299,307,tibolone
NCT00809965,DB06228,19,30,Rivaroxaban
NCT00809965,DB06228,58,69,Rivaroxaban
NCT00809965,DB06228,157,168,Rivaroxaban
NCT00809965,DB06228,193,204,rivaroxaban
NCT00809965,DB06228,260,271,Rivaroxaban
NCT00809965,DB06228,292,303,rivaroxaban
NCT00809965,DB06228,448,459,Rivaroxaban
NCT00809965,DB06228,512,523,Rivaroxaban
NCT00810693,DB08931,19,28,Riociguat
NCT00810693,DB08931,71,80,Riociguat
NCT00810693,DB08931,148,157,Riociguat
NCT00810693,DB08931,221,230,Riociguat
NCT00810693,DB08931,421,430,Riociguat
NCT00810693,DB08931,494,503,Riociguat
NCT00810693,DB08931,831,840,Riociguat
NCT00810693,DB08931,937,946,Riociguat
NCT00811018,DB06268,19,30,Sitaxsentan
NCT00811018,DB06268,48,59,Sitaxsentan
NCT00811018,DB06268,62,73,Sitaxsentan
NCT00811018,DB06268,97,108,Sitaxsentan
NCT00811018,DB06268,110,121,Sitaxsentan
NCT00811356,DB00412,30,43,Rosiglitazone
NCT00811356,DB01098,45,57,Rosuvastatin
NCT00811356,DB00412,513,526,rosiglitazone
NCT00811356,DB01098,531,543,rosuvastatin
NCT00811356,DB00412,614,627,Rosiglitazone
NCT00811356,DB01098,632,644,rosuvastatin
NCT00811356,DB00412,720,733,Rosiglitazone
NCT00811356,DB01098,738,750,rosuvastatin
NCT00811356,DB00412,842,855,Rosiglitazone
NCT00811356,DB01098,857,880,Rosuvastatin  GSK932121
NCT00811356,DB00412,966,979,Rosiglitazone
NCT00811356,DB01098,984,996,rosuvastatin
NCT00818363,DB00297,25,36,Bupivacaine
NCT00818363,DB00297,103,114,Bupivacaine
NCT00818363,DB00297,130,142,Bupivacaine/
NCT00818363,DB00297,250,299,Bupivacaine  Injectable Extended Release Solution
NCT00818363,DB00297,314,326,Bupivacaine/
NCT00819208,DB00134,958,967,MET hours
NCT00820911,DB00091,19,31,cyclosporine
NCT00820911,DB01590,53,63,everolimus
NCT00820911,DB01590,107,117,everolimus
NCT00820911,DB01590,161,171,everolimus
NCT00820911,DB00091,194,206,cyclosporine
NCT00820911,DB01590,228,238,everolimus
NCT00820911,DB01590,282,292,everolimus
NCT00820911,DB01590,336,346,everolimus
NCT00820911,DB00091,373,385,cyclosporine
NCT00820911,DB01590,407,417,everolimus
NCT00820911,DB01590,475,485,everolimus
NCT00820911,DB01590,543,553,everolimus
NCT00823212,DB00945,129,147,Aspirin  Treatment
NCT00823212,DB01590,247,257,Everolimus
NCT00823212,DB01590,356,366,Everolimus
NCT00823212,DB11136,568,576,chromium
NCT00823212,DB01590,630,640,everolimus
NCT00823212,DB12257,859,867,platinum
NCT00823212,DB11136,868,876,chromium
NCT00823212,DB01590,930,940,everolimus
NCT00823212,DB00945,1046,1063,Aspirin  Patients
NCT00823212,DB00945,1085,1092,aspirin
NCT00823212,DB00945,1150,1157,aspirin
NCT00823212,DB00945,1237,1244,aspirin
NCT00823212,DB00758,1452,1463,clopidogrel
NCT00823212,DB00208,1480,1491,ticlopidine
NCT00823212,DB06209,1515,1524,prasugrel
NCT00824421,DB00625,259,268,Efavirenz
NCT00824421,DB00625,281,290,Efavirenz
NCT00824421,DB00879,391,404,Emtricitabine
NCT00824421,DB00879,515,528,Emtricitabine
NCT00824421,DB00625,582,591,Efavirenz
NCT00824421,DB00879,635,648,Emtricitabine
NCT00825123,DB09083,19,40,Ivabradine  Treatment
NCT00825123,DB00264,50,71,Metoprolol  Treatment
NCT00825123,DB09083,106,140,Ivabradine -     Active Comparator
NCT00825123,DB00264,142,159,Metoprolol -     
NCT00825123,DB09083,213,223,Ivabradine
NCT00825123,DB09083,225,235,Ivabradine
NCT00825123,DB00264,268,280,Metoprolol  
NCT00825123,DB00264,280,290,Metoprolol
NCT00825123,DB04465,332,339,Lactose
NCT00825149,DB06769,19,43,Bendamustine  Treatment:
NCT00825149,DB00531,52,68,Cyclophosphamide
NCT00825149,DB00997,89,100,Doxorubicin
NCT00825149,DB01073,121,143,Fludarabine  Treatment
NCT00825149,DB08935,153,165,Obinutuzumab
NCT00825149,DB00635,186,196,Prednisone
NCT00825149,DB00541,217,228,Vincristine
NCT00825149,DB08935,257,269,Obinutuzumab
NCT00825149,DB00125,329,334,R) FL
NCT00825149,DB08935,348,360,obinutuzumab
NCT00825149,DB00635,523,533,Prednisone
NCT00825149,DB00997,564,575,doxorubicin
NCT00825149,DB00541,617,628,vincristine
NCT00825149,DB00531,660,676,cyclophosphamide
NCT00825149,DB08935,872,884,obinutuzumab
NCT00825149,DB08935,1013,1025,Obinutuzumab
NCT00825149,DB00125,1065,1069,R FL
NCT00825149,DB08935,1083,1095,obinutuzumab
NCT00825149,DB00635,1251,1261,Prednisone
NCT00825149,DB00997,1292,1303,doxorubicin
NCT00825149,DB00541,1315,1326,vincristine
NCT00825149,DB00531,1358,1374,cyclophosphamide
NCT00825149,DB08935,1570,1582,obinutuzumab
NCT00825149,DB08935,1711,1723,Obinutuzumab
NCT00825149,DB00125,1760,1764,R FL
NCT00825149,DB08935,1778,1790,obinutuzumab
NCT00825149,DB01073,1926,1940,Fludarabine 25
NCT00825149,DB00531,1956,1972,cyclophosphamide
NCT00825149,DB08935,2174,2186,obinutuzumab
NCT00825149,DB08935,2315,2327,Obinutuzumab
NCT00825149,DB00125,2365,2369,R FL
NCT00825149,DB08935,2383,2395,obinutuzumab
NCT00825149,DB01073,2552,2566,Fludarabine 25
NCT00825149,DB00531,2582,2598,cyclophosphamide
NCT00825149,DB08935,2800,2812,obinutuzumab
NCT00825149,DB08935,2948,2960,Obinutuzumab
NCT00825149,DB06769,2963,2975,Bendamustine
NCT00825149,DB08935,3023,3035,obinutuzumab
NCT00825149,DB06769,3172,3206,Bendamustine 90 mg/m^2 IV infusion
NCT00825149,DB08935,3429,3441,obinutuzumab
NCT00825149,DB08935,3577,3589,Obinutuzumab
NCT00825149,DB08935,3644,3656,obinutuzumab
NCT00825149,DB00635,3793,3803,Prednisone
NCT00825149,DB00997,3834,3845,doxorubicin
NCT00825149,DB00541,3857,3868,vincristine
NCT00825149,DB00531,3896,3912,cyclophosphamide
NCT00825149,DB08935,4109,4121,obinutuzumab
NCT00825149,DB06769,4245,4257,Bendamustine
NCT00825149,DB06769,4259,4271,Bendamustine
NCT00825149,DB00531,4363,4379,Cyclophosphamide
NCT00825149,DB00531,4381,4397,Cyclophosphamide
NCT00825149,DB00997,4489,4500,Doxorubicin
NCT00825149,DB00997,4502,4513,Doxorubicin
NCT00825149,DB01073,4605,4618,Fludarabine  
NCT00825149,DB01073,4618,4629,Fludarabine
NCT00825149,DB08935,4721,4735,Obinutuzumab  
NCT00825149,DB08935,4735,4747,Obinutuzumab
NCT00825149,DB00635,4839,4851,Prednisone  
NCT00825149,DB00635,4851,4861,Prednisone
NCT00825149,DB00541,4953,4964,Vincristine
NCT00825149,DB00541,4966,4977,Vincristine
NCT00828737,DB06703,19,29,Gadobutrol
NCT00828737,DB06703,102,112,Gadobutrol
NCT00829166,DB05773,19,40,Trastuzumab emtansine
NCT00829166,DB01259,61,70,Lapatinib
NCT00829166,DB01101,91,107,Capecitabine    
NCT00829166,DB05773,121,142,Trastuzumab emtansine
NCT00829166,DB05773,171,192,trastuzumab emtansine
NCT00829166,DB01259,447,456,Lapatinib
NCT00829166,DB01101,459,486,Capecitabine - Participants
NCT00829166,DB01259,500,509,lapatinib
NCT00829166,DB01101,585,597,capecitabine
NCT00829166,DB05773,841,862,trastuzumab emtansine
NCT00829166,DB05773,966,987,trastuzumab emtansine
NCT00829166,DB05773,1012,1033,Trastuzumab emtansine
NCT00829166,DB05773,1035,1056,Trastuzumab emtansine
NCT00829166,DB01259,1160,1169,Lapatinib
NCT00829166,DB01259,1171,1180,Lapatinib
NCT00829166,DB01101,1276,1290,Capecitabine  
NCT00829166,DB01101,1290,1307,Capecitabine 1000
NCT00829192,DB04931,19,32,Afamelanotide
NCT00829192,DB04931,92,105,Afamelanotide
NCT00829192,DB04931,302,315,Afamelanotide
NCT00829374,DB11725,19,26,Dimebon
NCT00829374,DB11725,47,54,Dimebon
NCT00829374,DB11725,115,122,Dimebon
NCT00829374,DB11725,175,182,Dimebon
NCT00829374,DB11725,298,305,Dimebon
NCT00829374,DB11725,358,365,Dimebon
NCT00831441,DB06605,19,55,Apixaban  Treatment: drugs - Placebo
NCT00831441,DB06605,78,86,Apixaban
NCT00831441,DB06605,147,164,Apixaban  Tablets
NCT00831714,DB06228,19,30,Rivaroxaban
NCT00831714,DB06228,168,179,Rivaroxaban
NCT00831714,DB06228,358,369,Rivaroxaban
NCT00831714,DB06228,637,648,rivaroxaban
NCT00831844,DB12250,22,33,cixutumumab
NCT00831844,DB12250,222,233,cixutumumab
NCT00831844,DB12250,531,542,cixutumumab
NCT00831844,DB12250,840,851,cixutumumab
NCT00831844,DB12250,1161,1172,cixutumumab
NCT00831844,DB12250,1522,1533,cixutumumab
NCT00831844,DB06704,1731,1744,MIBG Positive
NCT00831844,DB06704,1849,1854,MIBG)
NCT00831844,DB12250,1909,1920,cixutumumab
NCT00831844,DB12250,2233,2244,cixutumumab
NCT00831844,DB12250,2506,2517,cixutumumab
NCT00831844,DB12250,2805,2816,cixutumumab
NCT00831844,DB12250,3112,3123,cixutumumab
NCT00831844,DB12250,3308,3319,cixutumumab
NCT00832507,DB12766,19,41,Cicletanine  Treatment
NCT00832507,DB12766,51,62,Cicletanine
NCT00832507,DB12766,88,99,Cicletanine
NCT00832507,DB12766,112,123,Cicletanine
NCT00832507,DB12766,177,188,Cicletanine
NCT00832507,DB12766,202,213,Cicletanine
NCT00832507,DB12766,269,280,Cicletanine
NCT00832507,DB12766,293,304,Cicletanine
NCT00832507,DB12766,391,402,cicletanine
NCT00832507,DB12766,450,463,Cicletanine  
NCT00832507,DB12766,463,474,Cicletanine
NCT00832507,DB12766,562,583,Cicletanine Placebo  
NCT00832507,DB12766,600,611,cicletanine
NCT00832507,DB12766,663,674,cicletanine
NCT00833417,DB08828,19,29,Vismodegib
NCT00833417,DB08828,54,68,Vismodegib 150
NCT00833417,DB08828,92,102,vismodegib
NCT00833417,DB08828,207,217,vismodegib
NCT00833417,DB08828,272,286,Vismodegib 150
NCT00833417,DB08828,291,305,Vismodegib 150
NCT00833417,DB11242,330,337,gelatin
NCT00835770,DB08908,19,36,dimethyl fumarate
NCT00835770,DB08908,591,608,dimethyl fumarate
NCT00839163,DB06228,28,39,Rivaroxaban
NCT00839163,DB06228,82,93,Rivaroxaban
NCT00839163,DB06228,136,147,Rivaroxaban
NCT00839163,DB06228,190,201,Rivaroxaban
NCT00839163,DB01225,235,246,Enoxaparin/
NCT00839163,DB01022,246,270,Vitamin K-Antagonist    
NCT00839163,DB06228,434,445,Rivaroxaban
NCT00839163,DB06228,605,616,Rivaroxaban
NCT00839163,DB06228,776,787,Rivaroxaban
NCT00839163,DB06228,947,958,Rivaroxaban
NCT00839163,DB01225,1108,1118,Enoxaparin
NCT00839163,DB01022,1119,1139,Vitamin K-Antagonist
NCT00839163,DB01225,1141,1151,Enoxaparin
NCT00839163,DB01022,1152,1172,Vitamin K-Antagonist
NCT00839163,DB01225,1278,1288,Enoxaparin
NCT00841126,DB01378,19,28,Magnesium
NCT00841126,DB01592,29,33,iron
NCT00841126,DB06792,71,90,Lanthanum carbonate
NCT00841126,DB01378,136,145,Magnesium
NCT00841126,DB01592,146,150,iron
NCT00841126,DB06792,193,212,Lanthanum carbonate
NCT00841126,DB01378,273,282,Magnesium
NCT00841126,DB01592,283,287,iron
NCT00841126,DB06792,623,642,Lanthanum carbonate
NCT00844649,DB01229,33,43,paclitaxel
NCT00844649,DB00441,74,89,Gemcitabine    
NCT00844649,DB01229,117,127,paclitaxel
NCT00844649,DB00441,203,214,gemcitabine
NCT00844649,DB00441,297,310,Gemcitabine -
NCT00844649,DB00441,311,322,Gemcitabine
NCT00844649,DB01229,543,553,paclitaxel
NCT00844649,DB00441,642,655,Gemcitabine  
NCT00844649,DB00441,655,666,Gemcitabine
NCT00845728,DB05039,19,30,Indacaterol
NCT00845728,DB01409,58,68,Tiotropium
NCT00845728,DB05039,86,97,Indacaterol
NCT00845728,DB05039,100,111,Indacaterol
NCT00845728,DB01409,199,209,Tiotropium
NCT00845728,DB01409,212,222,Tiotropium
NCT00845728,DB05039,287,298,Indacaterol
NCT00845728,DB05039,307,318,Indacaterol
NCT00845728,DB01409,372,382,Tiotropium
NCT00845728,DB01409,384,394,Tiotropium
NCT00846586,DB05039,19,30,Indacaterol
NCT00846586,DB01409,58,68,Tiotropium
NCT00846586,DB05039,106,117,indacaterol
NCT00846586,DB05039,135,146,Indacaterol
NCT00846586,DB01409,158,168,tiotropium
NCT00846586,DB05039,194,205,indacaterol
NCT00846586,DB01409,217,227,tiotropium
NCT00846586,DB05039,303,314,Indacaterol
NCT00846586,DB01409,383,393,Tiotropium
NCT00846586,DB01001,613,623,salbutamol
NCT00846586,DB01001,624,633,albuterol
NCT00846586,DB01409,707,717,Tiotropium
NCT00846586,DB05039,754,765,indacaterol
NCT00846586,DB01409,777,787,tiotropium
NCT00846586,DB05039,874,885,indacaterol
NCT00846586,DB01409,954,964,Tiotropium
NCT00846586,DB01001,1184,1194,salbutamol
NCT00846586,DB01001,1195,1204,albuterol
NCT00846586,DB05039,1279,1290,Indacaterol
NCT00846586,DB05039,1299,1310,Indacaterol
NCT00846586,DB01409,1434,1444,Tiotropium
NCT00846586,DB01409,1452,1462,Tiotropium
NCT00846586,DB05039,1606,1617,indacaterol
NCT00846586,DB05039,1630,1641,indacaterol
NCT00847379,DB05016,19,27,Ataluren
NCT00847379,DB05016,54,62,Ataluren
NCT00847379,DB05016,74,82,Ataluren
NCT00847379,DB05016,115,123,Ataluren
NCT00848549,DB00909,19,29,Zonisamide
NCT00848549,DB00564,50,84,Carbamazepine    Active Comparator
NCT00848549,DB00564,115,136,CBZ -       Treatment
NCT00848549,DB00909,145,165,Zonisamide  Subjects
NCT00848549,DB00564,617,640,Carbamazepine  Subjects
NCT00849667,DB05595,30,42,farletuzumab
NCT00849667,DB05595,75,87,farletuzumab
NCT00849667,DB00958,147,158,Carboplatin
NCT00849667,DB00958,222,233,Carboplatin
NCT00849667,DB00958,297,308,Carboplatin
NCT00849667,DB05595,367,379,farletuzumab
NCT00849667,DB05595,551,563,farletuzumab
NCT00851084,DB08885,19,30,aflibercept
NCT00851084,DB00526,51,62,oxaliplatin
NCT00851084,DB00544,83,87,5-FU
NCT00851084,DB00650,108,120,Folinic Acid
NCT00851084,DB08885,225,236,aflibercept
NCT00851084,DB08885,297,308,aflibercept
NCT00851084,DB08885,332,343,aflibercept
NCT00851084,DB00526,394,405,oxaliplatin
NCT00851084,DB00544,456,460,5-FU
NCT00851084,DB00650,511,523,Folinic Acid
NCT00851721,DB13151,22,62,Factor VIII Inhibitor Bypassing Activity
NCT00851721,DB13151,121,161,Factor VIII Inhibitor Bypassing Activity
NCT00851721,DB13151,298,338,Factor VIII Inhibitor Bypassing Activity
NCT00851721,DB13151,480,520,Factor VIII Inhibitor Bypassing Activity
NCT00853385,DB01197,19,21,CP
NCT00853385,DB00051,322,332,adalimumab
NCT00853385,DB01197,359,369,"CP 690,550"
NCT00853385,DB01197,614,616,CP
NCT00853385,DB01197,771,773,CP
NCT00853385,DB00051,924,934,adalimumab
NCT00853580,DB00227,19,41,Lovastatin   Treatment
NCT00853580,DB00227,198,210,Lovastatin  
NCT00853580,DB00227,351,363,Lovastatin  
NCT00853580,DB00227,540,552,Lovastatin  
NCT00853580,DB00227,705,717,Lovastatin  
NCT00853580,DB00227,858,870,Lovastatin  
NCT00853580,DB00227,1047,1059,Lovastatin  
NCT00853580,DB00227,1104,1114,Lovastatin
NCT00853580,DB00227,1117,1127,Lovastatin
NCT00853645,DB00133,152,179,S-ICD System      Treatment
NCT00853645,DB00133,230,249,S-ICD) System      
NCT00853658,DB00584,19,39,Enalapril  Treatment
NCT00853658,DB09026,49,62,Aliskiren    
NCT00853658,DB09026,88,97,Aliskiren
NCT00853658,DB00584,100,111,Enalapril -
NCT00853658,DB09026,112,121,Aliskiren
NCT00853658,DB00584,124,133,Enalapril
NCT00853658,DB09026,255,264,Aliskiren
NCT00853658,DB09026,267,276,Aliskiren
NCT00853658,DB00584,384,393,Enalapril
NCT00853658,DB00584,396,405,Enalapril
NCT00853658,DB00584,492,503,Enalapril  
NCT00853658,DB00584,503,512,Enalapril
NCT00853658,DB09026,584,595,Aliskiren  
NCT00853658,DB09026,595,604,Aliskiren
NCT00853827,DB09026,47,60,Aliskiren    
NCT00853827,DB09026,106,115,Aliskiren
NCT00853827,DB09026,184,193,Aliskiren
NCT00855218,DB00398,19,37,Sorafenib (Nexavar
NCT00855218,DB00398,96,114,Sorafenib (Nexavar
NCT00855218,DB00398,137,146,Sorafenib
NCT00855218,DB02594,309,316,DC Bead
NCT00855218,DB00997,342,353,doxorubicin
NCT00855218,DB00398,407,416,sorafenib
NCT00855218,DB02594,852,859,DC Bead
NCT00855218,DB00997,885,896,doxorubicin
NCT00855218,DB00398,1249,1267,Sorafenib (Nexavar
NCT00855218,DB00398,1289,1298,sorafenib
NCT00855218,DB02594,1417,1424,DC Bead
NCT00855218,DB02594,1526,1533,DC Bead
NCT00855465,DB08931,19,28,Riociguat
NCT00855465,DB08931,96,105,Riociguat
NCT00855465,DB08931,178,187,Riociguat
NCT00855465,DB08931,515,524,Riociguat
NCT00855894,DB06366,19,40,Pertuzumab  Treatment
NCT00855894,DB00530,50,59,Erlotinib
NCT00855894,DB06366,77,87,Pertuzumab
NCT00855894,DB00530,90,99,erlotinib
NCT00855894,DB06366,120,130,pertuzumab
NCT00855894,DB00530,245,254,erlotinib
NCT00855894,DB06366,392,404,Pertuzumab  
NCT00855894,DB00530,558,577,Erlotinib  Patients
NCT00856284,DB06203,19,41,Alogliptin  Treatment:
NCT00856284,DB00331,50,70,Metformin  Treatment
NCT00856284,DB01067,80,89,Glipizide
NCT00856284,DB00331,107,116,Metformin
NCT00856284,DB06203,119,129,Alogliptin
NCT00856284,DB06203,140,150,Alogliptin
NCT00856284,DB00331,222,231,metformin
NCT00856284,DB00331,297,306,Metformin
NCT00856284,DB06203,309,319,Alogliptin
NCT00856284,DB06203,328,338,Alogliptin
NCT00856284,DB00331,408,417,metformin
NCT00856284,DB00331,488,497,Metformin
NCT00856284,DB01067,500,511,Glipizide -
NCT00856284,DB01067,512,521,Glipizide
NCT00856284,DB00331,590,599,metformin
NCT00856284,DB09341,765,772,glucose
NCT00856284,DB01067,815,824,glipizide
NCT00856284,DB06203,900,910,Alogliptin
NCT00856284,DB06203,912,922,Alogliptin
NCT00856284,DB00331,952,963,Metformin  
NCT00856284,DB00331,963,972,Metformin
NCT00856284,DB01067,1002,1011,Glipizide
NCT00856284,DB01067,1013,1022,Glipizide
NCT00856349,DB00134,88,91,met
NCT00856856,DB01590,35,45,Everolimus
NCT00856856,DB01590,134,144,Everolimus
NCT00856856,DB01590,226,259,Everolimus Eluting Coronary Stent
NCT00857168,DB00624,19,41,Testosterone MD-Lotion
NCT00857168,DB00624,263,291,Testosterone MD-Lotion      
NCT00858871,DB11958,19,27,Brivanib
NCT00858871,DB00398,76,96,Sorafenib  Treatment
NCT00858871,DB11958,136,168,Brivanib -     Active Comparator
NCT00858871,DB00398,170,197,Sorafenib -       Treatment
NCT00858871,DB11958,206,223,Brivanib  Tablets
NCT00858871,DB00398,433,444,Sorafenib  
NCT00860652,DB00435,634,656,no later than 4 months
NCT00861614,DB06186,19,40,Ipilimumab  Treatment
NCT00861614,DB06186,80,90,Ipilimumab
NCT00861614,DB06186,151,170,Ipilimumab  5 mg/ml
NCT00861614,DB00134,407,410,met
NCT00861614,DB00134,737,740,met
NCT00862134,DB01248,45,54,docetaxel
NCT00862134,DB01248,75,84,docetaxel
NCT00862134,DB00099,105,142,Granulocyte colony-stimulating factor
NCT00862134,DB01248,165,174,Docetaxel
NCT00862134,DB01248,214,223,docetaxel
NCT00862134,DB01248,345,354,docetaxel
NCT00862134,DB01248,435,444,docetaxel
NCT00862134,DB00099,522,527,G-CSF
NCT00862134,DB01248,682,691,docetaxel
NCT00862134,DB01248,815,824,docetaxel
NCT00862134,DB00099,948,985,Granulocyte colony-stimulating factor
NCT00862134,DB00099,1052,1057,G-CSF
NCT00863499,DB00422,32,47,Methylphenidate
NCT00863499,DB00422,80,99,Methylphenidate    
NCT00863499,DB00422,135,150,methylphenidate
NCT00863499,DB00422,189,204,Methylphenidate
NCT00863499,DB00422,282,297,Methylphenidate
NCT00863499,DB00422,477,500,Methylphenidate  Dosage
NCT00863512,DB00515,19,28,cisplatin
NCT00863512,DB01248,49,58,docetaxel
NCT00863512,DB00441,79,90,gemcitabine
NCT00863512,DB00642,125,135,pemetrexed
NCT00863512,DB00361,165,176,vinorelbine
NCT00863512,DB00515,274,283,cisplatin
NCT00863512,DB00361,300,311,vinorelbine
NCT00863512,DB01248,345,354,docetaxel
NCT00863512,DB00987,362,375,cytarabine IV
NCT00863512,DB00441,388,399,gemcitabine
NCT00863512,DB00987,437,447,cytarabine
NCT00863512,DB00642,463,473,pemetrexed
NCT00863512,DB00515,490,499,cisplatin
NCT00863512,DB00515,725,734,cisplatin
NCT00863512,DB01248,766,775,docetaxel
NCT00863512,DB00441,807,818,gemcitabine
NCT00863512,DB00642,864,874,pemetrexed
NCT00863512,DB00361,915,926,vinorelbine
NCT00863655,DB01590,19,29,Everolimus
NCT00863655,DB00990,50,71,Exemestane  Treatment
NCT00863655,DB01590,81,99,Everolimus Placebo
NCT00863655,DB01590,117,127,Everolimus
NCT00863655,DB00990,130,142,Exemestane -
NCT00863655,DB01590,143,153,Everolimus
NCT00863655,DB00990,186,196,exemestane
NCT00863655,DB00990,241,251,Exemestane
NCT00863655,DB01590,265,275,everolimus
NCT00863655,DB00990,296,306,exemestane
NCT00863655,DB01590,342,354,Everolimus  
NCT00863655,DB01590,354,364,Everolimus
NCT00863655,DB01590,446,456,Everolimus
NCT00863655,DB00990,609,621,Exemestane  
NCT00863655,DB00990,621,634,Exemestane 25
NCT00863655,DB01590,673,691,Everolimus Placebo
NCT00863655,DB01590,749,759,everolimus
NCT00863681,DB08931,19,28,Riociguat
NCT00863681,DB08931,91,100,Riociguat
NCT00864253,DB00851,47,62,Dacarbazine    
NCT00864253,DB00099,243,248,G-CSF
NCT00864253,DB00851,396,407,Dacarbazine
NCT00864253,DB00851,427,438,dacarbazine
NCT00864253,DB00851,462,473,dacarbazine
NCT00864253,DB00099,773,778,G-CSF
NCT00864253,DB00851,925,946,Dacarbazine  Patients
NCT00864253,DB00851,959,970,dacarbazine
NCT00864799,DB00929,19,34,Misoprostol    
NCT00864799,DB00929,61,72,misoprostol
NCT00864799,DB00929,106,117,misoprostol
NCT00864799,DB00929,177,188,misoprostol
NCT00864799,DB00929,238,249,misoprostol
NCT00864799,DB00929,655,666,misoprostol
NCT00864799,DB00929,760,771,misoprostol
NCT00864799,DB00929,813,824,misoprostol
NCT00864799,DB00929,1247,1258,misoprostol
NCT00864799,DB00929,1295,1306,misoprostol
NCT00864799,DB00929,1355,1366,misoprostol
NCT00864799,DB00929,1419,1430,misoprostol
NCT00864799,DB00929,1832,1843,Misoprostol
NCT00864799,DB00929,1889,1900,misoprostol
NCT00866307,DB00059,19,31,pegaspargase
NCT00866307,DB00987,52,62,cytarabine
NCT00866307,DB00541,83,94,vincristine
NCT00866307,DB00997,123,134,doxorubicin
NCT00866307,DB00531,169,185,cyclophosphamide
NCT00866307,DB00635,206,216,prednisone
NCT00866307,DB01234,237,250,dexamethasone
NCT00866307,DB00563,271,283,methotrexate
NCT00866307,DB00694,304,316,daunorubicin
NCT00866307,DB01033,351,365,mercaptopurine
NCT00866307,DB00352,386,397,thioguanine
NCT00866307,DB00531,564,580,Cyclophosphamide
NCT00866307,DB00987,597,607,cytarabine
NCT00866307,DB01033,663,677,mercaptopurine
NCT00866307,DB00541,716,727,vincristine
NCT00866307,DB00563,762,774,methotrexate
NCT00866307,DB00059,801,813,pegaspargase
NCT00866307,DB00541,844,855,Vincristine
NCT00866307,DB00563,893,905,methotrexate
NCT00866307,DB00563,935,947,methotrexate
NCT00866307,DB00059,968,980,pegaspargase
NCT00866307,DB00541,1022,1033,Vincristine
NCT00866307,DB01234,1070,1083,dexamethasone
NCT00866307,DB00997,1111,1122,doxorubicin
NCT00866307,DB00531,1157,1173,cyclophosphamide
NCT00866307,DB00987,1185,1195,cytarabine
NCT00866307,DB00352,1225,1236,thioguanine
NCT00866307,DB00563,1252,1264,methotrexate
NCT00866307,DB00059,1290,1302,pegaspargase
NCT00866307,DB00541,1347,1358,Vincristine
NCT00866307,DB00635,1388,1398,prednisone
NCT00866307,DB01033,1428,1442,mercaptopurine
NCT00866307,DB00563,1457,1469,methotrexate
NCT00866307,DB00563,1484,1496,methotrexate
NCT00866307,DB00531,1625,1641,Cyclophosphamide
NCT00866307,DB00987,1643,1653,cytarabine
NCT00866307,DB01033,1655,1669,mercaptopurine
NCT00866307,DB00541,1671,1682,vincristine
NCT00866307,DB00563,1696,1708,methotrexate
NCT00866307,DB00059,1744,1756,pegaspargase
NCT00866307,DB00541,2006,2017,vincristine
NCT00866307,DB00563,2030,2042,methotrexate
NCT00866307,DB00059,2078,2090,pegaspargase
NCT00866307,DB00541,2134,2145,Vincristine
NCT00866307,DB01234,2155,2168,dexamethasone
NCT00866307,DB00997,2170,2181,doxorubicin
NCT00866307,DB00531,2197,2213,cyclophosphamide
NCT00866307,DB00987,2215,2225,cytarabine
NCT00866307,DB00352,2227,2238,thioguanine
NCT00866307,DB00563,2244,2256,methotrexate
NCT00866307,DB00059,2292,2304,pegaspargase
NCT00866307,DB00541,2366,2377,Vincristine
